,quoteid,Componentid,index,QuoteID,ComListPrice,ComLogListPrice,ComTMC,ComCostPofL,ComPctContrib,DealSize,LogDealSize,TSSComponentincluded,Indirect(1/0),EndOfQtr,UpgMES,ComDelgPriceL4,WinLoss,Level_4,Level_3,Level_2,Level_1,CustomerSecName,CustomerIndustryName,ctry_desc,ComQuotePrice,chnl_ep,sector,industry,bundled,const,y_pred,hw_value_score,hw_ln_vs,pred_L_hw,pred_L1,pred_L2,pred_L3,pred_M_hw,pred_H3,pred_H2,pred_H1,pred_H_hw,normalized_c,P1,P2,P3,op_GP_pct_list_hw,op_REV_pct_list_hw,optimal_price_GP_unbounded_hw,optimal_price_REV_unbounded_hw,Win_Rate_at_OP_GP_hw,Win_Rate_at_OP_REV_hw,Win_Rate_at_AP_hw,opt_VS,bot_spread_OP_hw,Win_Rate_at_bot_spread_OP_hw,optimal_price_GP_hw,optimal_price_REV_hw,ci_low_hw,ci_high_hw,ci_low_tss,ci_high_tss,CustomerNumber,ClientSegCd,ClientSeg=E,CCMScustomerNumber,CustomerSecName_y,CustomerIndustryName_y,RequestingApplicationID,ModelID,Version,Countrycode,ChannelID,Year,Month,Indirect(1/0)_y,DomBuyerGrpID,DomBuyerGrpName,QuoteType,imt_code,TSSComponentincluded_y,Quantity,ComRevCat,ComRevDivCd,ComBrand,ComGroup,ComFamily,ComMT,ComMTM,ComQuotePricePofL,ComDelgPriceL4PofL,ComMTMDesc,ComMTMDescLocal,ComCategory,ComSubCategory,ComSpclBidCode1,ComSpclBidCode2,ComSpclBidCode3,ComSpclBidCode4,ComSpclBidCode5,ComSpclBidCode6,HWPlatformid,FeatureId,FeatureQuantity,QuoteID_y,ComLowPofL,ComMedPofL,ComHighPofL,ComMedPrice,DealSize_y,ComRevDivCd_Orig,GEO_CODE,Componentid_Orig,TreeNode,DealBotLineSpreadOptimalPrice,OptimalPrice,OptimalPriceExpectedGP,OptimalPriceGP,OptimalPricePofL,OptimalPriceWinProb,PredictedQuotePrice,PredictedQuotePricePofL,OptimalPriceIntervalHigh,OptimalPriceIntervalLow,QuotePrice,QuotePriceExpectedGP,QuotePriceGP,QuotePricePofL,QuotePriceWinProb,AdjComHighPrice,AdjComHighPofL,AdjComLowPrice,AdjComLowPofL,AdjComMedPrice,AdjComMedPofL,ComLowPrice,ComHighPrice,ComTMCPofL
0,5143454-FR,20,0,5143454-FR,51091.38627,4.70834768661735,11693.8182,0.2288804249350817,0.03425640164930915,341361.5452,5.533215867964082,N,0,0,0,0.0,1,STORAGEHW,STWZ,B8S0S,2076624,,BP Act.end User Unkn,France,51091.38627,0,,bp act.end user unkn,0,1,0.947617057164262,48415.069103619986,4.68498055606534,0.7080006914627615,0.8452397157570076,0.9483907780645562,0.9950134125506636,1.0623078411965798,1.1185774060537446,1.1185785793284995,1.147290578892282,1.2811419719892527,0.24153261404981977,31414403.172253918,10.50499065406571,-0.3472857733929924,1.1560928097403997,1.1181881274538292,59066.38430641638,57129.78154227159,0.787394561864972,0.8160081672313889,0.8830412772007172,1.22,56869.17481407599,0.8195597550681386,59066.38430641634,57129.781542271536,0.9,1.1,,,724-A025L7,E,1,0038039382,,BP Act.end User Unkn,EPRICER,CHW_FR,1,FR,A,2018,8,0,0,0,I,France,N,10,H,Storage,None,,,2076a,2076-624a,1.0,0.0,V7000 SFF Control,V7000 SFF Control,H,P,,,,,,,0,,,5143454-FR,0.6709135317142048,1.0066610302772232,1.2140319853060753,51431.70754084978,,2D,EMEA,20,,56869.17481407599,56869.17481407599,37023.90420174793,45175.35661407599,1.1130873316598302,0.787394561864972,56869.17481407599,1.1130873316598302,62556.09229548359,51182.25733266839,56869.17481407599,35570.83012823423,45175.35661407599,1.1130873316598302,0.787394561864972,62556.09229548359,1.2140319853060753,34277.90240258033,0.6709135317142048,51431.70754084978,1.0066610302772232,34277.90240258033,62026.577105407654,0.2288804249350819
1,5143454-FR,29,1,5143454-FR,3235701.2169,6.509968412247276,193341.73227,0.05975265307568578,0.5663840435123505,341361.5452,5.533215867964082,N,0,0,0,290012.59841,1,STORAGEHW,SSG,High End Disk,5333988,,BP Act.end User Unkn,France,3235701.2169,0,,bp act.end user unkn,0,1,0.37322616270923514,1207648.3488571895,6.081940491914452,0.25507755581144403,0.331181351381056,0.46355906241852307,0.527778288426747,0.6285101894339074,0.7606628952182398,0.8347261987371882,0.9871229195678469,1.294001633317393,0.1600977076257019,0.023466591332804654,2.1581813802737693,-199.77176647193377,0.3209744999299422,0.2836518836590187,1038577.5800171829,917812.7451314641,0.5187390966667742,0.5963109868477575,0.014339262300120503,0.8599999999999999,973824.3068377272,0.5599576801480187,1038577.580017182,917812.7451314633,0.9,1.1,,,724-A025L7,E,1,0038039382,,BP Act.end User Unkn,EPRICER,CHW_FR,1,FR,A,2018,8,0,0,0,I,France,N,10,H,Storage,DS8000,DS8000 HW,DS8000 EXPANSION UNIT,5333a,5333-988a,1.0,0.08962897961507392,DS8888,DS8888,H,P,,,,,,,0,,,5143454-FR,0.09520161734875601,0.2345764462260717,0.4829552641425333,759019.2925097776,,2D,EMEA,29,,973824.3068377272,973824.3068377272,437037.2118508975,780482.5745677272,0.3009623699961737,0.5187390966667742,973824.3068377272,0.3009623699961737,1071206.7375215,876441.8761539545,973824.3068377272,404866.825695421,780482.5745677272,0.3009623699961737,0.5187390966667742,1562698.935894256,0.4829552641425333,308043.989106218,0.09520161734875601,759019.2925097776,0.2345764462260717,308043.989106218,1562698.935894256,0.059752653075685835
2,5143454-FR,15,2,5143454-FR,18574.66498,4.268920989396304,5663.53509,0.30490644628574076,0.016591016679051523,341361.5452,5.533215867964082,N,0,0,0,5961.79649,1,POWERHW,PWR,B5Y00,7014T42,,BP Act.end User Unkn,France,18574.66498,0,,bp act.end user unkn,0,1,1.0,18574.66498,4.268920989396304,0.7753818852435056,0.8725654429322709,0.9287124265347546,0.9842285834893424,1.0299385379394665,1.0641707981497057,1.124651075449381,1.1735348483426835,1.2547743589859737,0.30490644628574076,32048.717995830186,7.006662760900425,-0.8109731549286043,1.2,1.16,22289.597976,21546.6113768,0.8175663037737534,0.851022776878712,0.9366516208176964,1.2,21590.495173250878,0.8492044130810712,22289.597976000015,21546.611376800014,0.9,1.1,,,724-A025L7,E,1,0038039382,,BP Act.end User Unkn,EPRICER,CHW_FR,1,FR,A,2018,8,0,0,0,I,France,N,10,H,Power,None,,,7014a,7014-T42a,1.0,0.32096387721766595,IBM 7014-T42,IBM 7014-T42,H,P,,,,,,,13,,,5143454-FR,0.7753818852435056,1.0299385379394665,1.2547743589859737,19130.763292216612,,75,EMEA,15,,21590.495173250878,21590.495173250878,13525.244789662709,15926.960083250877,1.1623625619357403,0.8175663037737534,21590.495173250878,1.1623625619357403,23749.544690575967,19431.445655925792,21590.495173250878,13021.34588561553,15926.960083250877,1.1623625619357403,0.8175663037737534,23749.544690575967,1.2547743589859737,14402.458749958923,0.7753818852435056,19130.763292216612,1.0299385379394665,14402.458749958923,23307.013343658717,0.3049064462857406
3,5143454-FR,7,3,5143454-FR,33917.00615,4.530417510155497,9141.57968,0.26952790702017787,0.02677975831942069,341361.5452,5.533215867964082,N,0,0,0,0.0,1,POWERHW,PWR,B5Y00,828642A,,BP Act.end User Unkn,France,33917.00615,0,,bp act.end user unkn,0,1,1.0,33917.00615,4.530417510155497,0.7447646016823894,0.8563496495893549,0.9208094135466556,0.9845601593640577,1.0401154292070278,1.0763489999024274,1.1454099088545342,1.180596170979358,1.2462195755363379,0.26952790702017787,389548.5124882693,8.105842880895695,-0.49699637222184445,1.22,1.16,41378.747503,39343.727134,0.7785111381989971,0.8244427912223488,0.9068311953296123,1.22,39950.02518723937,0.8117734482858464,41378.74750300003,39343.72713400002,0.9,1.1,,,724-A025L7,E,1,0038039382,,BP Act.end User Unkn,EPRICER,CHW_FR,1,FR,A,2018,8,0,0,0,I,France,N,10,H,Power,OTHER POWER,POWER SYSTEM,POWER LINUX,8286a,8286-42Aa,1.0,0.0,IBM Power System S824,IBM Power System S824,H,P,,,,,,,0,,,5143454-FR,0.7447646016823894,1.0401154292070278,1.2462195755363379,35277.601409124654,,9R,EMEA,7,,39950.02518723937,39950.02518723937,25009.478045738295,30808.44550723937,1.1778759307516111,0.7785111381989971,39950.02518723937,1.1778759307516111,43945.02770596331,35955.022668515434,39950.02518723937,23984.7179779827,30808.44550723937,1.1778759307516111,0.7785111381989971,43945.02770596331,1.2462195755363379,25260.185575563904,0.7447646016823894,35277.601409124654,1.0401154292070278,25260.185575563904,42268.03700771636,0.2695279070201777
4,5143454-FR,14,4,5143454-FR,18574.66498,4.268920989396304,5663.53509,0.30490644628574076,0.016591016679051523,341361.5452,5.533215867964082,N,0,0,0,5961.79649,1,POWERHW,PWR,B5Y00,7014T42,,BP Act.end User Unkn,France,18574.66498,0,,bp act.end user unkn,0,1,1.0,18574.66498,4.268920989396304,0.7753818852435056,0.8725654429322709,0.9287124265347546,0.9842285834893424,1.0299385379394665,1.0641707981497057,1.124651075449381,1.1735348483426835,1.2547743589859737,0.30490644628574076,32048.717995830186,7.006662760900425,-0.8109731549286043,1.2,1.16,22289.597976,21546.6113768,0.8175663037737534,0.851022776878712,0.9366516208176964,1.2,21590.495173250878,0.8492044130810712,22289.597976000015,21546.611376800014,0.9,1.1,,,724-A025L7,E,1,0038039382,,BP Act.end User Unkn,EPRICER,CHW_FR,1,FR,A,2018,8,0,0,0,I,France,N,10,H,Power,None,,,7014a,7014-T42a,1.0,0.32096387721766595,IBM 7014-T42,IBM 7014-T42,H,P,,,,,,,13,,,5143454-FR,0.7753818852435056,1.0299385379394665,1.2547743589859737,19130.763292216612,,75,EMEA,14,,21590.495173250878,21590.495173250878,13525.244789662709,15926.960083250877,1.1623625619357403,0.8175663037737534,21590.495173250878,1.1623625619357403,23749.544690575967,19431.445655925792,21590.495173250878,13021.34588561553,15926.960083250877,1.1623625619357403,0.8175663037737534,23749.544690575967,1.2547743589859737,14402.458749958923,0.7753818852435056,19130.763292216612,1.0299385379394665,14402.458749958923,23307.013343658717,0.3049064462857406
5,5143454-FR,21,5,5143454-FR,18369.66464,4.26410122781768,-0.23464,-1.2773232641877995e-05,-6.873650629350385e-07,341361.5452,5.533215867964082,N,0,0,0,0.0,1,SSGSW,SOTH,B5TB3,5639CB8,,BP Act.end User Unkn,France,18369.66464,0,,bp act.end user unkn,0,1,0.09740472696652139,1789.2921687257624,3.2526812611404745,0.6319074965712026,0.7819748657858655,0.8814818114309607,0.9471716303830631,0.9943724545726778,1.0328653281602158,1.099059031630196,1.177035862886379,1.2496618620718256,-0.00013113565470255088,33792.44925766124,6.811766833937167,-0.5425698674784706,0.10714519966317354,0.10714519966317354,1968.2213855983389,1968.2213855983389,0.8022111621148121,0.8022111621148121,0.0,1.1,1893.9819805003945,0.8291755613090717,1968.2213855983375,1968.2213855983375,0.9,1.1,,,724-A025L7,E,1,0038039382,,BP Act.end User Unkn,EPRICER,CHW_FR,1,FR,A,2018,8,0,0,0,I,France,N,10,S,Storage,None,,,5639a,5639-CB8a,1.0,0.0,IBM Spectrum Virtualize Software for Storwize V7000 Controller Software V8 (5639-CB8),IBM Spectrum Virtualize Software for Storwize V7000 Controller Software V8 (5639-CB8),S,O,,,,,,,20,,,5143454-FR,0.061550777171616035,0.09685657744068138,0.12172297247558088,1779.2228457635063,,U5,EMEA,21,,1893.9819805003945,1893.9819805003945,1570.6381295443873,1894.2166205003944,0.10310378646631595,0.8022111621148121,1893.9819805003945,0.10310378646631595,2083.3801785504343,1704.583782450355,1893.9819805003945,1519.5617164288135,1894.2166205003944,0.10310378646631595,0.8022111621148121,2236.0101833603712,0.12172297247558088,1130.6671349739543,0.061550777171616035,1779.2228457635063,0.09685657744068138,1130.6671349739543,2236.0101833603712,-1.2773232641878004e-05
6,5143454-FR,1,6,5143454-FR,21590.87221,4.3342701869539075,10427.49531,0.4829585024902521,0.03054677791515926,341361.5452,5.533215867964082,N,0,0,0,0.0,1,POWERHW,PWR,BA600,824742L,,BP Act.end User Unkn,France,21590.87221,0,,bp act.end user unkn,0,1,1.0,21590.87221,4.3342701869539075,0.7677304835869799,0.8685130407066393,0.9267374268079507,0.984311445843607,1.0324817904310688,1.067214187445764,1.1298388045301362,1.175299505733391,1.2526364787874542,0.4829585024902521,54287.61010068258,7.221727396053522,-0.7135862852228204,1.24,1.16,26772.6815404,25045.4117636,0.7734092558242552,0.8438067885795832,0.9289234991149633,1.24,25868.862185991704,0.813010038208412,26772.681540400015,25045.411763600012,0.9,1.1,,,724-A025L7,E,1,0038039382,,BP Act.end User Unkn,EPRICER,CHW_FR,1,FR,A,2018,8,0,0,0,I,France,N,10,H,Power,OTHER POWER,POWER SYSTEMS HW - AIX/LINUX,POWER SYSTEMS HW - AIX/LINUX,8247a,8247-42La,1.0,0.0,IBM Power Systems S824L,IBM Power Systems S824L,H,P,,,,,,,0,,,5143454-FR,0.7677304835869799,1.0324817904310688,1.2526364787874542,22292.18239634921,,9R,EMEA,1,,25868.862185991704,25868.862185991704,12553.986273840123,15441.366875991704,1.198138821553041,0.7734092558242552,25868.862185991704,1.198138821553041,28455.748404590875,23281.975967392533,25868.862185991704,11942.496064470048,15441.366875991704,1.198138821553041,0.7734092558242552,28455.748404590875,1.2526364787874542,16575.97076284799,0.7677304835869799,22292.18239634921,1.0324817904310688,16575.97076284799,27045.514139084302,0.48295850249025185
7,5143454-FR,30,7,5143454-FR,84522.9636,4.926974716167334,5.98341,7.079034791439802e-05,1.752807275492729e-05,341361.5452,5.533215867964082,N,0,0,0,8.97512,1,STORAGEHW,SSG,Function Authorizations,9048FF8,,BP Act.end User Unkn,France,84522.9636,0,,bp act.end user unkn,0,1,0.09425570941632605,7966.771896088304,3.901282382662199,0.35775348149830294,0.5739620990095343,0.709523774375148,0.8036495205047801,0.8854372313556993,0.962415272189073,1.0613770416282646,1.1854991468573512,1.437498126685224,0.0007510457281873305,55.923741409515614,3.231725513216058,-0.9833942817879697,0.09425570941632605,0.09425570941632605,7966.771896088304,7966.771896088304,0.6822246669766288,0.6822246669766288,7.072120666862247e-14,1.0,7513.242253777256,0.7204085646106795,7966.7718960883,7966.7718960883,0.9,1.1,,,724-A025L7,E,1,0038039382,,BP Act.end User Unkn,EPRICER,CHW_FR,1,FR,A,2018,8,0,0,0,I,France,N,10,H,Storage,DS8000,DS8000 HW,DS8000 EXPANSION UNIT,9048a,9048-FF8a,1.0,0.00010618558102711864,DS8000 series Function Authorization,DS8000 series Function Authorization,H,P,,,,,,,29,,,5143454-FR,0.03372030819478302,0.08345751438505905,0.13549240571535554,7054.076450514823,,2D,EMEA,30,,7513.242253777256,7513.242253777256,5408.293567806402,7507.2588437772565,0.08888995290478972,0.6822246669766288,7513.242253777256,0.08888995290478972,8264.566479154983,6761.918028399531,7513.242253777256,5121.63716460329,7507.2588437772565,0.08888995290478972,0.6822246669766288,11452.219676355428,0.13549240571535554,2850.140382128427,0.03372030819478302,7054.076450514823,0.08345751438505905,2850.140382128427,11452.219676355428,7.079034791439806e-05
8,5143454-FR,22,8,5143454-FR,7348.25693,3.866184332899213,-0.31286,-4.2576083414111115e-05,-9.16506280215889e-07,341361.5452,5.533215867964082,N,0,0,0,0.0,1,SSGSW,SPEC,B8UR0,5639CBC,,BP Act.end User Unkn,France,7348.25693,0,,bp act.end user unkn,0,1,0.09951845930863418,731.287208277594,2.86408797678396,0.7285178873667998,0.8267646519485332,0.9087373312608222,0.9744904522599105,1.0291572733354528,1.0332370349203785,1.0782476950613178,1.14295826332121,1.2252644849177436,-0.00042782096617945966,1286525.751131532,9.13097820267418,-0.47858794581317016,0.11345104361184298,0.11345104361184298,833.6674174364574,833.6674174364574,0.8284574448060205,0.8284574448060205,0.0,1.1400000000000003,806.995117038502,0.8532303920572826,833.6674174364573,833.6674174364573,0.9,1.1,,,724-A025L7,E,1,0038039382,,BP Act.end User Unkn,EPRICER,CHW_FR,1,FR,A,2018,8,0,0,0,I,France,N,10,S,Storage,STORWIZE V7000,V7000,STORWISE V7000 SW,5639a,5639-CBCa,1.0,0.0,IBM Storwize V7000 Controller - SW - 3 yr Registration (5639-CBC),IBM Storwize V7000 Controller - SW - 3 yr Registration (5639-CBC),S,O,,,,,,,20,,,5143454-FR,0.072500977729525,0.10242014622861915,0.12193643378460108,752.6095492960641,,U5,EMEA,22,,806.995117038502,806.995117038502,688.8197017595328,807.307977038502,0.10982129840123896,0.8284574448060205,806.995117038502,0.10982129840123896,887.6946287423523,726.2956053346519,806.995117038502,668.8203038288349,807.307977038502,0.10982129840123896,0.8284574448060205,896.020244577181,0.12193643378460108,532.7558120327577,0.072500977729525,752.6095492960641,0.10242014622861915,532.7558120327577,896.020244577181,-4.2576083414111115e-05
9,5143454-FR,13,9,5143454-FR,332699.27405,5.522051853239057,105424.41365,0.3168759954497412,0.30883506104424563,341361.5452,5.533215867964082,N,0,0,0,158136.62048,1,POWERHW,PWR,B5A00,9080MHE,,BP Act.end User Unkn,France,332699.27405,0,,bp act.end user unkn,0,1,1.0,332699.27405,5.522051853239057,0.6286592333089059,0.7948569095234588,0.8908399934179219,0.9858175452128297,1.0787077395652762,1.1225305822039378,1.224130543710922,1.2073737740380546,1.2137785432745216,0.3168759954497412,7175732675.6052,12.838200671888176,-0.1904302459015444,1.28,1.2,425855.07078400004,399239.12886,0.6965872090708666,0.7504286678067682,0.8469279721672653,1.28,406647.0927527367,0.7364777397691963,425855.0707839999,399239.12885999994,0.9,1.1,,,724-A025L7,E,1,0038039382,,BP Act.end User Unkn,EPRICER,CHW_FR,1,FR,A,2018,8,0,0,0,I,France,N,10,H,Power,HPC,HPC,CLOUD OPENSTACK PLATFORM FOR POWER REG 3Y,9080a,9080-MHEa,1.0,0.4753139931896404,IBM Power System E880C,IBM Power System E880C,H,P,,,,,,,0,,,5143454-FR,0.6286592333089059,1.0787077395652762,1.2137785432745216,358885.28186548385,,75,EMEA,13,,406647.0927527367,406647.0927527367,221843.79787280544,301222.6791027367,1.2222662460382265,0.6965872090708666,406647.0927527367,1.2222662460382265,447311.8020280104,365982.38347746304,406647.0927527367,209827.8653450246,301222.6791027367,1.2222662460382265,0.6965872090708666,447311.8020280104,1.2137785432745216,209154.4705467026,0.6286592333089059,358885.28186548385,1.0787077395652762,209154.4705467026,403823.24020489986,0.31687599544974127
